Zboží,Křišťálová koule,6,neobvyklé,lehké,1 sklo,jeden den,Kovář,kovárna,Dá se použít jako pomůcka při kouzlení.
Zboží,Přesýpací hodiny,12,vzácné,lehké,1 kámen,jeden týden,Stavitel,kovárna,Dá se použít jako pomůcka při kouzlení.
Zboží,Váhy,3,neobvyklé,normální,1/2 železa,jeden den,Kovář,kovárna,Dá se použít jako pomůcka při kouzlení.
Zboží,Flétna,"1,5",běžné,lehké,1/2 dřeva,jeden den,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.
Zboží,Hudební roh,3,běžné,normální,1 dřevo nebo zvířecí roh,jeden den,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.
Zboží,Loutna,5,neobvyklé,normální,"1 dřevo, 1/4 látky",jeden týden,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.
Zboží,Harfa,8,vzácné,těžké,"2 dřeva, 1/2 látky",dva týdny,Cesta písně,nůž,Bonus vybavení +2 na Vystupování.
Zboží,Buben,"1,8",běžné,normální,"1 dřevo, 1/2 látky",jeden den,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.
Zboží,Smrtelný jed / protijed,5,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.
Zboží,Ochromující jed / protijed,4,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.
Zboží,Uspávací jed / protijed,3,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.
Zboží,Halucinogenní jed / protijed,4,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.
Zboží,*Lepidlo,1,běžké,drobné,kožešina,čtvrtden,Koželuh,"kotlík, oheň",
Zboží,*Kniha,10,neobvyklé,lehké,"50 pergamenů, 1/2 kůže|dřeva",čtvrtden,Koželuh,jehla a nit,
Zboží,*Brousek,1,běžné,lehké,1 kámen,čtvrtden,Kovář,,"Pro kovové zbraně může být použit opravě, pokud chybí přesně 1 bod"
Zboží,*Páčidlo,3,,,,,,,Bonus +2 při hodu na SVALY při páčení.
