Category,Předmět,Cena,Dostupnost,Váha,Suroviny,Čas,Talent,Nářadí,Účinek,Ruce,Bonus,Zranění,Vlastnosti,Zbroj,Column_3,Trvanlivost,Zdroj,Poznámky,Talent/nářadí,"Effekt (Opravy lepších předmětů jsou náročnější, speciální bonusy jsou záporné kostky, pokud nepoužiješ vzácné suroviny)",Materiál,Příklad monstra
Zboží,Obvazy,"0,6",běžné,lehké,1/2 látky,čtvrtden,Krejčí,nůž,Bonus vybavení +1 na Léčení.,,,,,,,,,,,,,
Zboží,"Olej, lampový","0,2",běžné,lehké,1/4 loje nebo 2 Lnu,čtvrtden,Koželuh,oheň,Vydrží čtvrtden.,,,,,,,,,,,,,
Zboží,Inkoust a brk,2,neobvyklé,drobné,"pero, 1/10 železa",čtvrtden,Koželuh,"nůž, oheň",Dá se použít k zapisování kouzel.,,,,,,,,,,,,,
Zboží,Pergamen,"0,6",neobvyklé,drobné,1/4 usně,čtvrtden,Koželuh,nůž,Dá se použít k zapisování kouzel.,,,,,,,,,,,,,
Zboží,Deka,"0,7",běžné,lehké,1/2 látky,čtvrtden,Krejčí,nůž,Bonus vybavení +1 proti podchlazení.,,,,,,,,,,,,,
Zboží,Kožešiny na spaní,3,běžné,normální,2 kožešiny,čtvrtden,Koželuh,nůž,Bonus vybavení +2 proti podchlazení.,,,,,,,,,,,,,
Zboží,Křesadlo,"0,2",běžné,drobné,"1/10 železa, 1/4 kamene",čtvrtden,–,–,Bonus vybavení +1 při táboření na cestách.,,,,,,,,,,,,,
Zboží,Šperháky,10,neobvyklé,drobné,1/4 železa,jeden den,"Kovář, Zámečník",kovárna,Bonus vybavení +1 na dovednost Zlodějina při odemykání zámků.,,,,,,,,,,,,,
Zboží,Cestovní zásoby,1,běžné,normální,"1 maso, ryba nebo plodiny",čtvrtden,Kuchař,oheň,Jedna jednotka jídla. Zvyšuje kostku zdroje jídla o jeden stupeň.,,,,,,,,,,,,,
Zboží,Polní kuchyně,4,neobvyklé,těžké,2 železa,jeden den,"Kuchař, Kovář",kovárna,Umožňuje postavě s talentem Kuchař uvařit za čtvrtden 2k6 jednotek jídla.,,,,,,,,,,,,,
Zboží,Kotlík,"1,8",běžné,normální,1 železo,jeden den,"Kuchař, Kovář",kovárna,Umožňuje postavě s talentem Kuchař uvařit za čtvrtden k6+2 jednotek jídla.,,,,,,,,,,,,,
Zboží,Kovový kalich,"0,7",neobvyklé,lehké,1/2 železa,jeden den,Kovář,kovárna,–,,,,,,,,,,,,,
Zboží,Žejdlík,"0,2",běžné,lehké,1/2 dřeva,čtvrtden,–,–,–,,,,,,,,,,,,,
Zboží,Kovový talíř,"0,8",neobvyklé,lehké,1/2 železa,jeden den,Kovář,kovárna,–,,,,,,,,,,,,,
Zboží,Nůž na jídlo,"0,6",běžné,drobné,1/4 železa,čtvrtden,Kovář,kovárna,–,,,,,,,,,,,,,
Zboží,Lžíce,"0,8",neobvyklé,drobné,1/4 železa,jeden den,Kovář,kovárna,–,,,,,,,,,,,,,
Zboží,Past na medvěda,5,běžné,normální,1 železo,jeden den,Kovář,kovárna,Bonus vybavení +2 při lovu na cestách.,,,,,,,,,,,,,
Zboží,Lovecká oka,1,běžné,lehké,1/2 látky nebo usně,čtvrtden,Stopař,nůž,Bonus vybavení +1 při lovu na cestách.,,,,,,,,,,,,,
Zboží,Sud,"0,8",běžné,těžké,2 dřeva,jeden den,–,"pila, kladivo",Pojme 10 jednotek vody nebo jiné tekutiny.,,,,,,,,,,,,,
Zboží,Předmět,Cena,Dostupnost,Váha,Suroviny,Čas,Talent,Nářadí,Účinek,,,,,,,,,,,,,
Zboží,Hliněný džbán,"0,5",běžné,lehké,1 kámen,jeden den,–,oheň,Pojme 1 jednotku vody nebo jiné tekutiny.,,,,,,,,,,,,,
Zboží,"Stan, malý",2,běžné,normální,1 látka nebo useň,čtvrtden,Krejčí nebo Koželuh,"nůž, jehla a nit",Místo pro dva. Bonus vybavení +2 při táboření na cestách.,,,,,,,,,,,,,
Zboží,"Stan, velký",5,neobvyklé,těžké,2 látky nebo usně,jeden den,Krejčí nebo Koželuh,"nůž, jehla a nit",Místo pro šest. Bonus vybavení +2 při táboření na cestách.,,,,,,,,,,,,,
Zboží,Rybářský prut a háček,"0,4",běžné,lehké,"1/10 železa, 1/10 látky",čtvrtden,"Kovář, Krejčí","kladivo, kovárna",Bonus vybavení +1 při rybaření na cestách.,,,,,,,,,,,,,
Zboží,Rybářská síť,1,běžné,normální,1 látka,jeden den,Krejčí,nůž,Bonus vybavení +2 při rybaření na cestách.,,,,,,,,,,,,,
Zboží,Zvětšovací sklo,30,vzácné,drobné,"1/4 železa, 1/2 skla",jeden týden,"Kovář, Stavitel",kovárna,Dá se použít jako pomůcka při kouzlení.,,,,,,,,,,,,,
Zboží,Svatý symbol,1,neobvyklé,drobné,1/2 železa,jeden den,Kovář,kovárna,Dá se použít jako pomůcka při kouzlení.,,,,,,,,,,,,,
Zboží,Křída,"0,2",běžné,drobné,1/4 kamene,čtvrtden,–,–,Využívá se v nauce Symbolika.,,,,,,,,,,,,,
Zboží,Mapa,4,neobvyklé,drobné,pergamen,jeden den,Průzkumník,inkoust a brk,Dá se použít jako pomůcka při kouzlení.,,,,,,,,,,,,,
Zboží,Dalekohled,30,vzácné,normální,"1 železo, 1 sklo",dva týdny,"Kovář, Stavitel",kovárna,Bonus vybavení +2 na Ostražitost na dlouhou vzdálenost.,,,,,,,,,,,,,
Zboží,Křišťálová koule,6,neobvyklé,lehké,1 sklo,jeden den,Kovář,kovárna,Dá se použít jako pomůcka při kouzlení.,,,,,,,,,,,,,
Zboží,Přesýpací hodiny,12,vzácné,lehké,1 kámen,jeden týden,Stavitel,kovárna,Dá se použít jako pomůcka při kouzlení.,,,,,,,,,,,,,
Zboží,Váhy,3,neobvyklé,normální,1/2 železa,jeden den,Kovář,kovárna,Dá se použít jako pomůcka při kouzlení.,,,,,,,,,,,,,
Zboží,Flétna,"1,5",běžné,lehké,1/2 dřeva,jeden den,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.,,,,,,,,,,,,,
Zboží,Hudební roh,3,běžné,normální,1 dřevo nebo zvířecí roh,jeden den,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.,,,,,,,,,,,,,
Zboží,Loutna,5,neobvyklé,normální,"1 dřevo, 1/4 látky",jeden týden,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.,,,,,,,,,,,,,
Zboží,Harfa,8,vzácné,těžké,"2 dřeva, 1/2 látky",dva týdny,Cesta písně,nůž,Bonus vybavení +2 na Vystupování.,,,,,,,,,,,,,
Zboží,Buben,"1,8",běžné,normální,"1 dřevo, 1/2 látky",jeden den,Cesta písně,nůž,Bonus vybavení +1 na Vystupování.,,,,,,,,,,,,,
Zboží,Smrtelný jed / protijed,5,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.,,,,,,,,,,,,,
Zboží,Ochromující jed / protijed,4,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.,,,,,,,,,,,,,
Zboží,Uspávací jed / protijed,3,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.,,,,,,,,,,,,,
Zboží,Halucinogenní jed / protijed,4,vzácné,drobné,1 bylinky,čtvrtden,Travič,"kotlík, oheň",Účinnost 3. Navýšení účinnosti o každý další bod zdvojnásobí cenu. Protijed stojí základní cenu.,,,,,,,,,,,,,
Zboží,*Lepidlo,1,běžké,drobné,kožešina,čtvrtden,Koželuh,"kotlík, oheň",,,,,,,,,,,,,,
Zboží,*Kniha,10,neobvyklé,lehké,"50 pergamenů, 1/2 kůže|dřeva",čtvrtden,Koželuh,jehla a nit,,,,,,,,,,,,,,
Zboží,*Brousek,1,běžné,lehké,1 kámen,čtvrtden,Kovář,,"Pro kovové zbraně může být použit opravě, pokud chybí přesně 1 bod",,,,,,,,,,,,,
Zboží,*Páčidlo,3,,,,,,,Bonus +2 při hodu na SVALY při páčení.,,,,,,,,,,,,,
Zbraně nablízko,Nůž,1,běžné,lehké,"1/2 železa, 1/2 dřeva",čtvrtden,Kovář,kovárna,,1,+1,1,bodná,,,,,,,,,
Zbraně nablízko,Dýka,2,běžné,lehké,"1/2 železa, 1/2 usně",jeden den,Kovář,kovárna,,1,+1,1,"bodná, sečná",,,,,,,,,
Zbraně nablízko,Tesák,4,běžné,normální,"1 železo, 1/2 usně",jeden den,Kovář,kovárna,,1,+1,2,"bodná, sečná",,,,,,,,,
Zbraně nablízko,Krátký meč,6,běžné,normální,"1 železo, 1/2 usně",dva dny,Kovář,kovárna,,1,+2,1,"sečná, bodná, odrážecí",,,,,,,,,
Zbraně nablízko,Široký meč,10,běžné,normální,"2 železa, 1/2 usně",jeden týden,Kovář,kovárna,,1,+2,2,"sečná, bodná, odrážecí",,,,,,,,,
Zbraně nablízko,Dlouhý meč,18,neobvyklé,těžké,"3 železa, 1/2 usně",jeden týden,Kovář,kovárna,,1,+2,2,"sečná, bodná, odrážecí",,,,,,,,,
Zbraně nablízko,Obouruční meč,40,vzácné,těžké,"4 železa, 1 useň",dva týdny,Kovář,kovárna,,2,+2,3,"sečná, bodná, odrážecí",,,,,,,,,
Zbraně nablízko,Šavle,8,neobvyklé,normální,"1 železa, 1/2 usně",jeden týden,Kovář,kovárna,,1,+1,1,"sečná, bodná, zahnutá, odrážecí",,,,,,,,,
Zbraně nablízko,Sekyrka,2,běžné,normální,"1/2 železa, 1 dřevo",čtvrtden,Kovář,kovárna,,1,+2,2,"sečná, zahnutá",,,,,,,,,
Zbraně nablízko,Válečná sekera,6,neobvyklé,těžké,"1 železo, 1 dřevo",jeden den,Kovář,kovárna,,1,+2,2,"sečná, zahnutá",,,,,,,,,
Zbraně nablízko,Obouruční sekera,24,neobvyklé,těžké,"2 železa, 2 dřeva",jeden týden,Kovář,kovárna,,2,+2,3,"sečná, zahnutá",,,,,,,,,
Zbraně nablízko,Palcát,4,běžné,normální,"1 železo, 1 dřevo",jeden den,Kovář,kovárna,,1,+2,1,tupá,,,,,,,,,
Zbraně nablízko,Kropáč,8,neobvyklé,normální,"1 železo, 1 dřevo",dva dny,Kovář,kovárna,,1,+2,2,tupá,,,,,,,,,
Zbraně nablízko,Válečné kladivo,12,neobvyklé,normální,"1 železo, 1 dřevo",dva dny,Kovář,kovárna,,1,+2,2,"tupá, zahnutá",,,,,,,,,
Zbraně nablízko,Řemdih,16,neobvyklé,normální,"2 železa, 1 dřevo",jeden týden,Kovář,kovárna,,1 (krátká),+1,2,tupá,,,,,,,,,
Zbraně nablízko,Dřevěný kyj,1,běžné,normální,1 dřevo,čtvrtden,–,–,,1,+1,1,tupá,,,,,,,,,
Zbraně nablízko,Velký dřevěný kyj,2,běžné,těžké,2 dřeva,čtvrtden,–,–,,2,+1,2,"tupá, tupá",,,,,,,,,
Zbraně nablízko,Těžké válečné kladivo,22,neobvyklé,těžké,"3 železa, 2 dřeva",jeden týden,Kovář,kovárna,,2,+3,3,"tupá, zahnutá",,,,,,,,,
Zbraně nablízko,Hůl,1,běžné,normální,2 dřeva,čtvrtden,–,–,,2,+1,1,"tupá, zahnutá, odrážecí",,,,,,,,,
Zbraně nablízko,Krátké kopí,2,běžné,normální,"1/2 železa, 1 dřevo",čtvrtden,Kovář,kovárna,,1 (krátká),+1,1,bodná,,,,,,,,,
Zbraně nablízko,Dlouhé kopí,4,běžné,normální,"1/2 železa, 2 dřevo",jeden den,Kovář,kovárna,,2 (krátká),+2,1,bodná,,,,,,,,,
Zbraně nablízko,Píka,12,neobvyklé,těžké,"1/2 železa, 2 dřevo",dva dny,Kovář,kovárna,,2 (krátká),+2,2,bodná,,,,,,,,,
Zbraně nablízko,Halapartna,30,vzácné,těžké,"1 železo, 2 dřeva",jeden týden,Kovář,kovárna,,2 (krátká),+2,2,"bodná, sečná, zahnutá",,,,,,,,,
Zbraně nablízko,Trojzubec,6,vzácné,normální,"1 železo, 1 dřeva",dva dny,Kovář,kovárna,,2 (krátká),+1,1,"bodná, zahnutá",,,,,,,,,
Zbraně nablízko,*Odrážecí dýka,8,vzácné,lehké,"1 železo, 1/2 usně",dva dny,Kovář,"kovárna, (kovář 3)",,1,+1,1,"odrážecí, bodná",,,,,,,,,
Střelné zbraně,Vrhací nůž,1,běžné,lehké,"1/2 železa, 1/2 dřeva",jeden čtvrtden,Kovář,kovárna,,1,+1,1,max krátká vzdálenost,,,,,,,,,
Střelné zbraně,Vrhací sekera,2,běžné,normální,"1/2 železa, 1 dřevo",jeden čtvrtden,Kovář,kovárna,,1,+1,2,max krátká vzdálenost,,,,,,,,,
Střelné zbraně,Oštěp,2,běžné,normální,"1/2 železa, 1 dřevo",jeden čtvrtden,Kovář,kovárna,,1,+1,1,max střední vzdálenost,,,,,,,,,
Střelné zbraně,Prak,1,běžné,lehké,1/2 usně,jeden čtvrtden,Lukař,nůž,,1,+1,1,max střední vzdálenost,,,,,,,,,
Střelné zbraně,Krátký luk,6,běžné,lehké,"1 dřevo, 1/4 látky",jeden den,Lukař,nůž,,2,+2,1,max střední vzdálenost,,,,,,,,,
Střelné zbraně,Dlouhý luk,12,neobvyklé,normální,"2 dřeva, 1/4 látky",dva dny,Lukař,nůž,,2,+2,1,,,,,,,,,,
Střelné zbraně,Lehká kuše,24,neobvyklé,normální,"1/2 železa, 1 dřevo, 1 useň",jeden týden,"Kovář, Lukař",kovárna,,2,+2,2,nabíjení je dlouhá akce,,,,,,,,,
Střelné zbraně,Těžká kuše,40,vzácné,těžké,"1 železo, 2 dřeva, 1 usně",dva týdny,"Kovář, Lukař",kovárna,,2,+1,3,nabíjení je dlouhá akce,,,,,,,,,
Střelné zbraně,*Foukačka,3,neobvyklé,lehké,"1 dřevo, 1 kožešina",jeden den,Lukař,"nůž, oheň",,1,+1,1,zbroj se počítá za dvojnásobek,,,,,,,,,
Střelné zbraně,*Válečný luk,dvojnásobná,vzácné,normální,dvojnásobné,+1 den,Lukař 2.,nůž,,2,+X,X+1,Házíš maximálně tolika OBRATNOSTI kolik máš SÍLU a tolika STŘELBY kolik máš SVALY,,,,,,,,,
Střelné zbraně,*Kompozitní luk,40,vzácné,normální,"dřevo, 1/4 látky, lepidlo, roh",1 týden,Lukař 3.,nůž,,2,+3,1,max střední vzdálenost,,,,,,,,,
Střelné zbraně,*Kompozitní kuše,24,neobvyklé,normální,"1/2 Rohu, 1/2 lepidla, 1,5 dřeva, 1 useň",jeden týden,Lukař,-,,2,+1,2,nabíjení je dlouhá akce,,,,,,,,,
Střelné zbraně,"Šípy, železný hrot","1,2",běžné,normální,"1/2 železa, 1 dřevo",čtvrtden,"Kovář, Lukař","kovárna, nůž",,,,,,,,,,,,,,
Střelné zbraně,Šípy dřevěný hrot,"0,6",běžné,normální,1 dřevo,čtvrtden,"Kovář, Lukař",nůž,,,,,Zbroj se počítá za dvojnásobek.,,,,,,,,,
Střelné zbraně,"*Šípy, pazourkový hrot",2,vzácné,normální,"1 Pazourek/sklo/obsidian, 1 dřevo",čtvrtden,Lukař 2.,nůž,,,,+1 zranění,,,,,,,,,,
Střelné zbraně,"*Šipky, železný hrot",1,běžné,normální,"1/2 železa, 1 dřevo",čtvrtden,"Kovář, Lukař","kovárna, nůž",,,,,,,,,,,,,,
Střelné zbraně,*Šipky dřevěný hrot,"0,4",běžné,normální,1 dřevo,čtvrtden,Lukař,nůž,,,,,Zbroj se počítá za dvojnásobek.,,,,,,,,,
Střelné zbraně,*Šipky s jedem,1,neobvyklé,normální,"1 dřevo, jed",čtvrtden,"Lukař, travič",nůž,,,,Nedává zranění,Při zásahu otráví cíl,,,,,,,,,
Zbroj,Malý štít,6,běžné,lehké,"1/2 železa, 1/2 dřeva, 1 useň",jeden čtvrtden,"Kovář, Koželuh",kovárna,,,,,,1,,,,,,,,
Zbroj,Velký štít,15,neobvyklé,normální,"1 železo, 1 dřevo, 2 usně",jeden den,"Kovář, Koželuh",kovárna,,,,,,2,,,,,,,,
Zbroj,Kožená zbroj,4,běžné,lehké,2 usně,jeden den,Koželuh,"nůž, jehla a nit",,,,,,2,,,,,,,,
Zbroj,Pokovaná kožená zbroj,6,neobvyklé,normální,"1/2 železa, 2 usně",dva dny,"Kovář, Koželuh","kovárna, nůž, jehla a nit",,,,,,3,,,,,,,,
Zbroj,*Lamelová kožená zbroj,6,neobvyklé,normální,"1/2 železa, 4 usně",dva dny,Koželuh,jehla a nit,,,,,,3,,,,,,,,
Zbroj,*Tvrzená kožená zbroj,12,neobvyklé,normální,4 usně,dva dny,Koželuh,jehla a nit,,,,,MRŠTNOST -1,4,,,,,,,,
Zbroj,*Šupinová kožená zbroj,24,neobvyklé,normální,4 usně,dva dny,Koželuh,jehla a nit,,,,,1/2 třída zbroje proti  bodnutí (ne šípům),4,,,,,,,,
Zbroj,*Prošívanice,10,běžné,normánlí,6 látky,2 dny,Krejčí,jehla a nit,,,,,Zimní oblečení,3,,,,,,,,
Zbroj,*Lehká brigantina,20,neobvyklé,normální,"5 plátky, železo",týden,"Krejčí, kovář","kovárka, jehla a nit",,,,,Zimní oblečení,4,,,,,,,,
Zbroj,Kroužková košile,24,neobvyklé,těžké,3 železa,jeden týden,Kovář,kovárna,,,,,Třída zbroje 3 proti šípům a bodnutí,6,,,,,,,,
Zbroj,Plátová zbroj,80,vzácné,těžké,6 železa,dva týdny,Kovář,kovárna,,,,,MRŠTNOST -2,8,,,,,,,,
Zbroj,Pokovaná kožená čapka,3,neobvyklé,lehké,"1/2 železa, 1 usně",jeden den,"Kovář, Koželuh","kovárna, nůž, jehla a nit",,,,,,1,,,,,,,,
Zbroj,*Balvát (prošívaná čapka),3,běžné,normánlí,1 látka,jeden den,Krejčí,jehla a nit,,,,,Zimní oblečení,1,,,,,,,,
Zbroj,Otevřená přilbice,8,neobvyklé,lehké,"1 železo, 1 useň",dva dny,"Kovář, Koželuh","kovárna, nůž, jehla a nit",,,,,,2,,,,,,,,
Zbroj,Uzavřená přilbice,18,neobvyklé,normální,2 železa,dva dny,Kovář,kovárna,,,,,,3,,,,,,,,
Zbroj,Těžká přilbice,30,vzácné,normální,3 železa,jeden týden,Kovář,kovárna,,,,,OSTRAŽITOST -2,4,,,,,,,,
Oblečení,Hadry,"0,5",běžné,,1/2 látky (vlněné),jeden čtvrtden,–,–,Postih –2 na Manipulaci.,,,,,,,,,,,,,
Oblečení,Prostý oděv,"1,5",běžné,,1 látka (vlněná),jeden den,Krejčí,jehla a nit,,,,,,,,,,,,,,
Oblečení,Pěkné oblečení,40,vzácné,,2 látky (vlněné),jeden týden,Krejčí,jehla a nit,Bonus vybavení +2 na Manipulaci.,,,,,,,,,,,,,
Oblečení,Kožich,3,neobvyklé,,2 kožešiny,jeden čtvrtden,Krejčí,jehla a nit,Bonus vybavení +2 proti podchlazení (Zimní oblečení 2).,,,,,,,,,,,,,
Oblečení,Tunika,1,běžné,,1 látka (vlněná),jeden čtvrtden,Krejčí,jehla a nit,,,,,,,,,,,,,,
Oblečení,Plášť,2,neobvyklé,,2 látky (vlněné),jeden čtvrtden,Krejčí,jehla a nit,,,,,,,,,,,,,,
Oblečení,Pevné boty,3,neobvyklé,,2 usně,jeden den,Koželuh,jehla a nit,Bonus vybavení +1 při nuceném pochodu (str. 146).,,,,,,,,,,,,,
Oblečení,Stříbrná přezka,8,neobvyklé,,1/2 stříbra,jeden den,Kovář,kovárna,Bonus vybavení +1 na Manipulaci.,,,,,,,,,,,,,
Suroviny,Železná ruda,"0,4",,,,,–,Důl,,,,,,,,–,–,,,,,
Suroviny,Železo,1,,,,,Kovář,Kovárna,,,,,,,,–,železná ruda,"Železo se dá vyprodukovat i bez kovárny, ale jen tempem 1 jednotky za čtvrtden. Vyžaduje jednotku železné rudy a hod na Řemesla.",,,,
Suroviny,Stříbro,10,,,,,–,–,,,,,,,,–,–,,,,,
Suroviny,Zlato,100,,,,,–,–,,,,,,,,–,–,,,,,
Suroviny,Kámen,"0,2",,,,,–,Lom,,,,,,,,–,–,,,,,
Suroviny,Sklo,8,,,,,Kovář,Kovárna,,,,,,,,–,kámen,Za jeden čtvrtden je možné vytvořit jednu jednotku skla. Vyžaduje obtížný hod (úprava –2) na Řemesla.,,,,
Suroviny,Dřevo,"0,3",,,,,–,Sekera,,,,,,,,–,–,"Jeden čtvrtden práce v lese nebo temném hvozdu, spolu s úspěšným hodem na Řemesla, vytvoří tolik jednotek dřeva, kolik ti padne x, vynásobeno dvěma.",,,,
Suroviny,Useň,"1,2",,,,,Koželuh,Koželužna,,,,,,,,–,kožešina,,,,,
Suroviny,"Látka, vlněná","0,8",,,,,Krejčí,Krejčovská dílna,,,,,,,,–,vlna,,,,,
Suroviny,"*Látka, lněná","2,5",,,,,Krejčí II.,Krejčovská dílna,,,,,,,,–,5x Len,"Nahrazuje látku, -2 při výrobě (snižuje se s úrovní talentu), přidá +1 k předmětu",,,,
Suroviny,"*Látka, hedvábná",10,,,,,Krejčí,Krejčovská dílna,,,,,,,,–,V Zapovězených zemích se nevyrábí.,"Nahrazuje látku, -4 při výrobě (snižuje se s úrovní talentu), přidá +1 k předmětu, a bonus +1 k MANIPULACI, snižuje váhu o ½. Lze použít 2x surovin a přidat další +1 k předmětu.",,,,
Suroviny,Vlna,"0,4",,,,,–,Ovčín,,,,,,,,jeden měsíc,–,,,,,
Suroviny,Len,"0,3",,,,,-,Pole,,,,,,,,-,-,,,,,
Suroviny,Obilí,"0,3",,,,,–,Pole,,,,,,,,jeden měsíc,–,,,,,
Suroviny,Maso,"0,6",,,,,–,"Pastvina, vepřín nebo ovčín",,,,,,,,jeden den,–,,,,,
Suroviny,Kožešina,"0,8",,,,,–,–,,,,,,,,jeden týden,–,Víc o lovu se dočteš na straně 151.,,,,
Suroviny,Mouka,"0,6",,,,,–,Mlýn,,,,,,,,jeden měsíc,obilí,,,,,
Suroviny,Plodiny,"0,4",,,,,–,Zahrada,,,,,,,,jeden den,–,,,,,
Suroviny,Ryby,"0,5",,,,,–,Síť nebo háček a vlasec. Víc o rybaření se dočteš na straně 153.,,,,,,,,jeden den,–,,,,,
Suroviny,Chleba,1,,,,,–,Pekárna,,,,,,,,jeden týden,mouka,,,,,
Suroviny,Lůj,"0,6",,,,,Koželuh,,,,,,,,,–,–,Zabité nebo poražené zvíře poskytne tolik jednotek loje masa vydělený dvěma (zaokrouhleno nahoru).,,,,
Suroviny,Bylinky,2,,,,,–,,,,,,,,,jeden týden,–,,,,,
Suroviny,Mléko,"0,2",,,,,–,Krava (Pastvina),,,,,,,,jeden den,,,,,,
Suroviny,Sušené jídlo,"1,2",,,,,Kuchař,Oheň,,,,,,,,-,"1 Ryba/1 Maso, sůl",,,,,
Suroviny,Med,3,,,,,,Úl (2 jednotky 3x ročně),,,,,,,,-,"Pochodeň, Odolnost proti bolesti",,,,,
Suroviny,Vosk,2,,,,,–,,,,,,,,,-,Sklízí se spolu s Medem,slouží k přídání odolnosti k vodě,,,,
Suroviny,Sůl,"0,3",,,,,,Důl na sůl/Solivar,,,,,,,,-,–,,,,,
Suroviny,*Lepená tvrzená useň,3,Neobvyklá,Normální,,1/čtvrtden,,,,,,,,,,,"kožešina, lepidlo",,"Koželuh (úroveň 2), Koželužna","Nahrazuje useň, -2 při výrobě (snižuje se s úrovní talentu), přidá +1 k předmětu",,
Suroviny,*Skleněná kompozitní useň,10,Epická,Normální,,1/čtvrtden,,,,,,,,,,,"kožešina, lepidlo, ½ sklo",,"Koželuh (úroveň 3), Koželužna","Nahrazuje useň, -4 při výrobě (snižuje se s úrovní talentu), přidá +2 k předmětu",,
Suroviny,*Palivové dřevo,"0,2",Běžná,Normální,,,,,,,,,,,,,–,,1/čtvrtden,"Pouze na pálení, lze nalézt 3 kusy palivového místo 2 klasického",,
Suroviny,*Dřevěné uhlí,"0,8",Běžná,Normální,,,,,,,,,,,,,4× dřevo nebo palivové dřevo,,Oheň / Pec,Bonus +1 při hodu na ŘEMESLA,,
Suroviny,*Černé uhlí,"0,8",Vzácná,Normální,,,,,,,,,,,,,–,,1/Uhelný důl,Bonus +1 při hodu na ŘEMESLA,,
Suroviny,*Koks,"1,6",Vzácná,Normální,,,,,,,,,,,,,2× černé uhlí,,Oheň / Pec,Bonus +2 při hodu na ŘEMESLA,,
Suroviny,Železná ruda,"0,4",–,–,,Důl,,,,,,,,,,,–,,,,,
Suroviny,Železo,1,–,,,1-12/čtvrtden,,,,,,,,,,,železná ruda,,Kovář/Kovárna,"Železo se dá vyprodukovat i bez kovárny, ale jen tempem 1 jednotky za čtvrtden. Vyžaduje jednotku železné rudy a hod na Řemesla.",,
Suroviny,Stříbro,10,–,–,,–,,,,,,,,,,,–,,,"Nahrazuje železo, +1 při výrobě. Lze použít pro pokování za 1/10 ceny železa, výroba trvá 2x déle,  přidá bonus +1 MANIPULACE",,
Suroviny,Zlato,100,–,–,,–,,,,,,,,,,,–,,,"Nahrazuje železo, +2 při výrobě. Nelze vytvořit zbraň a zbroj. Lze použít pro pokování za 1/10 ceny železa, výroba trvá 2x déle,  přidá bonus +1 MANIPULACE",,
Suroviny,Olovo,"0,3",Neobvyklá,Normální,,1-12/čtvrtden,,,,,,,,,,,,,Kovář/ Kovárna,"Nahrazuje železo, +1 při výrobě, nelze použít pro zbraně, zbroj, nářadí. Je 2x těžší a u ohně taje.",,
